mapped_header
ENSG00000166509
ENSG00000159184
ENSG00000143556
ENSG00000170099
ENSG00000170419
ENSG00000173335
ENSG00000213759
ENSG00000162989
ENSG00000166006
ENSG00000148513
ENSG00000256870
ENSG00000186086
ENSG00000135346
ENSG00000162670
ENSG00000170367
ENSG00000139352
ENSG00000134184
ENSG00000122584
ENSG00000243207
ENSG00000161634
ENSG00000105141
ENSG00000171102
ENSG00000164434
ENSG00000114248
ENSG00000181617
ENSG00000197172
ENSG00000204710
ENSG00000120251
ENSG00000167757
ENSG00000153002
ENSG00000169900
ENSG00000185686
ENSG00000186526
ENSG00000260287
ENSG00000184330
ENSG00000221867
ENSG00000145451
ENSG00000107159
ENSG00000189367
ENSG00000134240
ENSG00000228278
ENSG00000164287
ENSG00000160182
ENSG00000165863
ENSG00000169347
ENSG00000171564
ENSG00000078898
ENSG00000183888
ENSG00000233041
ENSG00000009709
ENSG00000164756
ENSG00000255974
ENSG00000171199
ENSG00000100078
ENSG00000147256
ENSG00000102243
ENSG00000229314
ENSG00000176194
ENSG00000184811
ENSG00000206172
ENSG00000100362
ENSG00000136574
ENSG00000156076
ENSG00000140798
ENSG00000198788
ENSG00000184956
ENSG00000196091
ENSG00000124935
ENSG00000099960
ENSG00000125820
ENSG00000132164
ENSG00000109255
ENSG00000117148
ENSG00000187527
ENSG00000229453
ENSG00000166415
ENSG00000157851
ENSG00000166959
ENSG00000198681
ENSG00000185559
ENSG00000129991
ENSG00000173467
ENSG00000043355
ENSG00000127324
ENSG00000134827
ENSG00000137440
ENSG00000153086
ENSG00000124205
ENSG00000143452
ENSG00000243955
ENSG00000152977
ENSG00000179455
ENSG00000109182
ENSG00000171487
ENSG00000170477
ENSG00000091138
ENSG00000129455
ENSG00000166535
ENSG00000198077
ENSG00000166961
ENSG00000170262
ENSG00000186910
ENSG00000130700
ENSG00000141668
ENSG00000130294
ENSG00000167656
ENSG00000124253
ENSG00000107807
ENSG00000169550
ENSG00000088386
ENSG00000077327
ENSG00000065371
ENSG00000171401
ENSG00000095917
ENSG00000068781
ENSG00000204644
ENSG00000181092
ENSG00000181449
ENSG00000161031
ENSG00000170231
ENSG00000196616
ENSG00000125999
ENSG00000170454
ENSG00000169035
ENSG00000116176
ENSG00000186160
ENSG00000135226
ENSG00000164326
ENSG00000204019
ENSG00000164129
ENSG00000124102
ENSG00000079689
ENSG00000165973
ENSG00000167754
ENSG00000110484
ENSG00000081051
ENSG00000174697
ENSG00000204511
ENSG00000096006
ENSG00000171759
ENSG00000161798
ENSG00000154478
ENSG00000077279
ENSG00000130433
ENSG00000100146
ENSG00000117322
ENSG00000196427
ENSG00000180777
ENSG00000004848
ENSG00000188100
ENSG00000196353
ENSG00000133636
ENSG00000124208
ENSG00000171798
ENSG00000072041
ENSG00000071991
ENSG00000184601
ENSG00000162891
ENSG00000205420
ENSG00000115593
ENSG00000171557
ENSG00000174498
ENSG00000175497
ENSG00000134757
ENSG00000133169
ENSG00000183072
ENSG00000170743
ENSG00000131096
ENSG00000136928
ENSG00000166426
ENSG00000135638
ENSG00000214128
ENSG00000108018
ENSG00000075891
ENSG00000106631
ENSG00000167755
ENSG00000136155
ENSG00000188175
ENSG00000106278
ENSG00000102837
ENSG00000102854
ENSG00000125851
ENSG00000268916
ENSG00000186474
ENSG00000119698
ENSG00000081138
ENSG00000039537
ENSG00000167165
ENSG00000189001
ENSG00000094796
ENSG00000171195
ENSG00000124237
ENSG00000134760
ENSG00000147996
ENSG00000008196
ENSG00000183305
ENSG00000196620
ENSG00000132975
ENSG00000170893
ENSG00000156219
ENSG00000145808
ENSG00000159763
ENSG00000140519
ENSG00000108576
ENSG00000006071
ENSG00000173404
ENSG00000129988
ENSG00000145920
ENSG00000105388
ENSG00000139800
ENSG00000172551
ENSG00000139219
ENSG00000161055
ENSG00000046774
ENSG00000167080
ENSG00000163207
ENSG00000180347
ENSG00000178363
ENSG00000268104
ENSG00000198650
ENSG00000166796
ENSG00000139304
ENSG00000196553
ENSG00000126233
ENSG00000187758
ENSG00000181234
ENSG00000156096
ENSG00000170465
ENSG00000147381
ENSG00000163331
ENSG00000229637
ENSG00000114547
ENSG00000115844
ENSG00000007216
ENSG00000132026
ENSG00000243137
ENSG00000123838
ENSG00000175336
ENSG00000108688
ENSG00000163209
ENSG00000185149
ENSG00000164007
ENSG00000179869
ENSG00000213401
ENSG00000009765
ENSG00000165478
ENSG00000185479
ENSG00000168702
ENSG00000187288
ENSG00000096088
ENSG00000198074
ENSG00000180269
ENSG00000007038
ENSG00000155511
ENSG00000129951
ENSG00000070193
ENSG00000263639
ENSG00000123407
ENSG00000130675
ENSG00000180176
ENSG00000141639
ENSG00000204983
ENSG00000137648
ENSG00000101425
ENSG00000100604
ENSG00000102109
ENSG00000115616
ENSG00000164741
ENSG00000086696
ENSG00000248144
ENSG00000167434
ENSG00000011677
ENSG00000178796
ENSG00000119547
ENSG00000166159
ENSG00000167759
ENSG00000082556
ENSG00000213231
ENSG00000197632
ENSG00000149124
ENSG00000129451
ENSG00000110195
ENSG00000121742
ENSG00000171811
ENSG00000186458
ENSG00000153292
ENSG00000170298
ENSG00000153347
ENSG00000070886
ENSG00000100721
ENSG00000108684
ENSG00000112175
ENSG00000152192
ENSG00000197753
ENSG00000019186
ENSG00000187492
ENSG00000056487
ENSG00000204382
ENSG00000100095
ENSG00000187848
ENSG00000167858
ENSG00000177455
ENSG00000197408
ENSG00000164089
ENSG00000172425
ENSG00000242173
ENSG00000105929
ENSG00000152611
ENSG00000239389
ENSG00000173702
ENSG00000221932
ENSG00000090932
ENSG00000168269
ENSG00000186529
ENSG00000156413
ENSG00000243543
ENSG00000165349
ENSG00000182601
ENSG00000164532
ENSG00000186007
ENSG00000188133
ENSG00000131969
ENSG00000183654
ENSG00000198033
ENSG00000178965
ENSG00000153820
ENSG00000142619
ENSG00000174963
ENSG00000112761
ENSG00000134343
ENSG00000006128
ENSG00000160339
ENSG00000105668
ENSG00000095627
ENSG00000269699
ENSG00000130595
ENSG00000137975
ENSG00000178934
ENSG00000187140
ENSG00000127588
ENSG00000130540
ENSG00000104921
ENSG00000162631
ENSG00000104044
ENSG00000137948
ENSG00000144119
ENSG00000138083
ENSG00000105143
ENSG00000101435
ENSG00000116014
ENSG00000164778
ENSG00000115361
ENSG00000104884
ENSG00000109181
ENSG00000148702
ENSG00000000005
ENSG00000101441
ENSG00000152578
ENSG00000188293
ENSG00000122136
ENSG00000182077
ENSG00000079393
ENSG00000176406
ENSG00000127564
ENSG00000111404
ENSG00000165078
ENSG00000074803
ENSG00000157765
ENSG00000110148
ENSG00000196092
ENSG00000134020
ENSG00000169344
ENSG00000129654
ENSG00000168079
ENSG00000227471
ENSG00000175766
ENSG00000123388
ENSG00000092009
ENSG00000187957
ENSG00000118194
ENSG00000142025
ENSG00000164796
ENSG00000165621
ENSG00000188817
ENSG00000169474
ENSG00000101746
ENSG00000105852
ENSG00000149043
ENSG00000181378
ENSG00000198797
ENSG00000266200
ENSG00000183036
ENSG00000204140
ENSG00000124882
ENSG00000105877
ENSG00000248871
ENSG00000146530
ENSG00000108417
ENSG00000144290
ENSG00000124939
ENSG00000088726
ENSG00000129151
ENSG00000197506
ENSG00000130876
ENSG00000118702
ENSG00000141744
ENSG00000187908
ENSG00000108878
ENSG00000123843
ENSG00000244165
ENSG00000132437
ENSG00000169562
ENSG00000113430
ENSG00000129990
ENSG00000019169
ENSG00000159409
ENSG00000198930
ENSG00000161649
ENSG00000148123
ENSG00000142224
ENSG00000103546
ENSG00000172232
ENSG00000147255
ENSG00000164485
ENSG00000084453
ENSG00000125813
ENSG00000129437
ENSG00000103355
ENSG00000114771
ENSG00000198535
ENSG00000170523
ENSG00000182600
ENSG00000142449
ENSG00000150893
ENSG00000056291
ENSG00000197444
ENSG00000125780
ENSG00000166396
ENSG00000136099
ENSG00000139445
ENSG00000171819
ENSG00000166317
ENSG00000165061
ENSG00000077522
ENSG00000186204
ENSG00000101349
ENSG00000178235
ENSG00000007306
ENSG00000150625
ENSG00000152086
ENSG00000141750
ENSG00000163534
ENSG00000175985
ENSG00000131914
ENSG00000115665
ENSG00000155918
ENSG00000183971
ENSG00000163075
ENSG00000135413
ENSG00000179826
ENSG00000153930
ENSG00000066032
ENSG00000215113
ENSG00000103316
ENSG00000134873
ENSG00000184221
ENSG00000165269
ENSG00000183862
ENSG00000188523
ENSG00000125879
ENSG00000205076
ENSG00000237763
ENSG00000158477
ENSG00000204542
ENSG00000177459
ENSG00000047662
ENSG00000138650
ENSG00000108231
ENSG00000115850
ENSG00000171201
ENSG00000164106
ENSG00000139915
ENSG00000164530
ENSG00000150361
ENSG00000130829
ENSG00000106018
ENSG00000107165
ENSG00000264230
ENSG00000161896
ENSG00000169126
ENSG00000010438
ENSG00000174156
ENSG00000196188
ENSG00000181143
ENSG00000171234
ENSG00000160181
ENSG00000122711
ENSG00000198643
ENSG00000005421
ENSG00000158485
ENSG00000183117
ENSG00000170373
ENSG00000136573
ENSG00000133488
ENSG00000268089
ENSG00000155495
ENSG00000152467
ENSG00000138653
ENSG00000109205
ENSG00000205867
ENSG00000204335
ENSG00000118322
ENSG00000186732
ENSG00000268902
ENSG00000130234
ENSG00000188257
ENSG00000089199
ENSG00000273706
ENSG00000170786
ENSG00000214336
ENSG00000169906
ENSG00000185002
ENSG00000251664
ENSG00000016602
ENSG00000170608
ENSG00000273983
ENSG00000204936
ENSG00000178372
ENSG00000197870
ENSG00000173809
ENSG00000132704
ENSG00000171517
ENSG00000100867
ENSG00000116329
ENSG00000167768
ENSG00000179023
ENSG00000133710
ENSG00000147724
ENSG00000172461
ENSG00000139144
ENSG00000155761
ENSG00000183434
ENSG00000166391
ENSG00000162040
ENSG00000105549
ENSG00000104237
ENSG00000244067
ENSG00000112280
ENSG00000148798
ENSG00000176601
ENSG00000132681
ENSG00000188816
ENSG00000083782
ENSG00000154252
ENSG00000172478
ENSG00000116748
ENSG00000171450
ENSG00000189292
ENSG00000099954
ENSG00000163631
ENSG00000124875
ENSG00000150628
ENSG00000006377
ENSG00000220008
ENSG00000188869
ENSG00000169469
ENSG00000136546
ENSG00000174343
ENSG00000140835
ENSG00000107295
ENSG00000153822
ENSG00000100373
ENSG00000168594
ENSG00000174145
ENSG00000185303
ENSG00000153294
ENSG00000134548
ENSG00000146090
ENSG00000126259
ENSG00000161905
ENSG00000196415
ENSG00000121053
ENSG00000171243
ENSG00000019102
ENSG00000171772
ENSG00000174502
ENSG00000205362
ENSG00000171903
ENSG00000105278
ENSG00000204099
ENSG00000151834
ENSG00000274070
ENSG00000163735
ENSG00000243910
ENSG00000148346
ENSG00000186439
ENSG00000174015
ENSG00000178403
ENSG00000001626
ENSG00000136695
ENSG00000131668
ENSG00000130055
ENSG00000109193
ENSG00000189377
ENSG00000154493
ENSG00000144355
ENSG00000184937
ENSG00000186847
ENSG00000249158
ENSG00000133863
ENSG00000118113
ENSG00000034971
ENSG00000133454
ENSG00000104055
ENSG00000143768
ENSG00000187715
ENSG00000185352
ENSG00000133317
ENSG00000158486
ENSG00000188624
ENSG00000072657
ENSG00000102290
ENSG00000242441
ENSG00000168671
ENSG00000069764
ENSG00000162040
ENSG00000164266
ENSG00000166736
ENSG00000121207
ENSG00000273274
ENSG00000071909
ENSG00000135374
ENSG00000148965
ENSG00000145526
ENSG00000187689
ENSG00000167800
ENSG00000189127
ENSG00000170324
ENSG00000156395
ENSG00000174672
ENSG00000147573
ENSG00000165309
ENSG00000105048
ENSG00000173826
ENSG00000146013
ENSG00000165164
ENSG00000173237
ENSG00000203985
ENSG00000148408
ENSG00000144285
ENSG00000157703
ENSG00000130045
ENSG00000075886
ENSG00000211452
ENSG00000170091
ENSG00000106927
ENSG00000111537
ENSG00000150722
ENSG00000165186
ENSG00000131686
ENSG00000104760
ENSG00000154080
ENSG00000163218
ENSG00000132744
ENSG00000177238
ENSG00000149654
ENSG00000057149
ENSG00000122133
ENSG00000164893
ENSG00000204421
ENSG00000152785
ENSG00000164047
ENSG00000186897
ENSG00000102683
ENSG00000165188
ENSG00000166342
ENSG00000113924
ENSG00000130283
ENSG00000137077
ENSG00000167634
ENSG00000019505
ENSG00000113396
ENSG00000128683
ENSG00000095777
ENSG00000164825
ENSG00000155886
ENSG00000261857
ENSG00000240505
ENSG00000148942
ENSG00000132554
ENSG00000165953
ENSG00000203697
ENSG00000080224
ENSG00000204970
ENSG00000270765
ENSG00000120289
ENSG00000119147
ENSG00000182103
ENSG00000187510
ENSG00000185306
ENSG00000140600
ENSG00000130720
ENSG00000172987
ENSG00000146453
ENSG00000158014
ENSG00000100665
ENSG00000171403
ENSG00000184911
ENSG00000108759
ENSG00000181552
ENSG00000137142
ENSG00000077274
ENSG00000141433
ENSG00000100170
ENSG00000167419
ENSG00000187048
ENSG00000186832
ENSG00000179292
ENSG00000170369
ENSG00000183760
ENSG00000283706
ENSG00000166407
ENSG00000171124
ENSG00000237515
ENSG00000189108
ENSG00000182901
ENSG00000204962
ENSG00000187855
ENSG00000206073
ENSG00000102683
ENSG00000124302
ENSG00000262406
ENSG00000130822
ENSG00000185008
ENSG00000196104
ENSG00000184845
ENSG00000171954
ENSG00000161082
ENSG00000109424
ENSG00000109906
ENSG00000048462
ENSG00000077935
ENSG00000187045
ENSG00000170054
ENSG00000144481
ENSG00000175161
ENSG00000146839
ENSG00000184033
ENSG00000145087
ENSG00000170579
ENSG00000167476
ENSG00000183542
ENSG00000181195
ENSG00000137561
ENSG00000178395
ENSG00000169064
ENSG00000124490
ENSG00000180043
ENSG00000104321
ENSG00000111262
ENSG00000112936
ENSG00000186867
ENSG00000133640
ENSG00000138347
ENSG00000171189
ENSG00000141977
ENSG00000120057
ENSG00000137976
ENSG00000197520
ENSG00000170615
ENSG00000196748
ENSG00000149972
ENSG00000172782
ENSG00000204538
ENSG00000183778
ENSG00000185640
ENSG00000112319
ENSG00000135960
ENSG00000069482
ENSG00000176153
ENSG00000163395
ENSG00000168830
ENSG00000170703
