unmapped_symbol
CXorf41
CXorf48
CXorf49B
CXorf50B
CXorf57
CXorf58
CXorf59
CXorf61
CXorf64
CXorf65
CYP17A1
CYP19A1
CYP1A1
CYP24A1
CYP26A1
CYP26C1
CYP27C1
CYP2A13
CYP2A6
CYP2A7
CYP2B6
CYP2B7P1
CYP2C18
CYP2C8
CYP2C9
CYP2D6
CYP2D7P1
CYP2E1
CYP2F1
CYP2J2
CYP2W1
CYP39A1
CYP3A4
CYP3A43
CYP3A5
CYP3A7
CYP4A11
CYP4A22
CYP4B1
CYP4F11
CYP4F12
CYP4F2
CYP4F22
CYP4F3
CYP4F8
CYP4X1
CYP4Z1
CYP4Z2P
CYP7A1
CYP8B1
CYSLTR2
CYTL1
D4S234E
DAB1
DACH1
DACH2
DACT2
DAND5
DAPL1
DARC
DAZL
DBC1
DBH
DBX2
DCAF12L1
DCAF12L2
DCAF4L2
DCAF8L2
DCC
DCD
DCDC1
DCDC2
DCDC2B
DCST1
DCST2
DCT
DCX
DDC
DDIT4L
DDN
DDX11L2
DDX25
DDX3Y
DDX4
DDX43
DDX53
DEFB126
DEFB132
DEGS2
DES
DGAT2L6
DGCR10
DGCR5
DGCR9
DGKB
DGKI
DHDH
DHDPSL
DHH
DHRS2
DHRS9
DHX40P1
DIO1
DIO3
DIO3OS
DIRAS2
DIRAS3
DIRC1
DIRC3
DKFZP434L187
DKFZp434J0226
DKFZp566F0947
DKFZp686A1627
DKFZp779M0652
DKK1
DKK4
DKKL1
DLEC1
DLEU7
DLGAP1
DLGAP3
DLK1
DLK2
DLL3
DLX2
DLX3
DLX4
DLX5
DLX6
DLX6AS
DMBT1
DMBX1
DMC1
DMGDH
DMKN
DMP1
DMRT1
DMRT2
DMRTA1
DMRTA2
DMRTC1
DMRTC1B
DMRTC2
DNAH11
DNAH12
DNAH2
DNAH3
DNAH5
DNAH6
DNAH7
DNAH8
DNAH9
DNAI1
DNAI2
DNAJB13
DNAJB7
DNAJC12
DNAJC22
DNAJC25-GNG10
DNAJC5B
DNALI1
DNASE1L2
DNASE1L3
DNASE2B
DNER
DOC2A
DOCK3
DOK7
DPEP1
DPEP3
DPF1
DPF3
DPP10
DPP6
DPPA4
DPRXP4
DPY19L2
DPY19L2P1
DPY19L2P2
DPY19L2P4
DPYS
DPYSL4
DPYSL5
DQX1
DRD1
DRD2
DRD5
DSC1
DSC3
DSCAML1
DSCR6
DSCR8
DSCR9
DSG1
DSG3
DSG4
DTHD1
DUOX2
DUOXA1
DUOXA2
DUSP13
DUSP15
DUSP26
DUSP27
DUSP5P
DUSP9
DVWA
DYDC1
DYDC2
DYNLRB2
EBF2
ECEL1
EDAR
EDDM3A
EDDM3B
EDN2
EDN3
EEF1A2
EEF1DP3
EFCAB1
EFCAB10
EFCAB3
EFCAB5
EFCAB6
EFHB
EFHC2
EFNA2
EGF
EGFL6
EGOT
EGR4
EIF3IP1
EIF4E1B
ELAVL2
ELAVL3
ELAVL4
ELF5
ELMOD1
ELOVL2
ELOVL3
EME2
EMID2
EMILIN3
EMR1
EMR3
EMR4P
EMX1
EMX2
EMX2OS
EN1
EN2
ENAM
ENDOU
ENHO
ENKUR
ENPP3
ENPP6
ENPP7
ENTHD1
ENTPD3
ENTPD8
EOMES
EPB42
EPGN
EPHA10
EPHA5
EPHA6
EPHA7
EPHA8
EPHX3
EPHX4
EPO
EPS8L3
EPX
EPYC
ERAS
ERBB4
ERC2
EREG
ERMN
ERN2
ERVFRDE1
ESPN
ESPNL
ESPNP
ESR1
ESRRB
ESRRG
ESX1
ESYT3
ETV3L
EVX1
EXD1
EXTL1
EYA1
EYA4
F10
F2
F7
FA2H
FABP4
FABP5L3
FABP6
FABP7
FADS6
FAIM2
FAM101A
FAM106A
FAM106C
FAM110C
FAM123A
FAM123C
FAM129C
FAM131C
FAM132A
FAM133A
FAM135B
FAM136B
FAM138F
FAM150A
FAM150B
FAM151A
FAM153A
FAM153B
FAM154A
FAM154B
FAM155A
FAM155B
FAM157A
FAM157B
FAM159A
FAM162B
FAM163A
FAM166A
FAM166B
FAM170A
FAM177B
FAM178B
FAM179A
FAM181B
FAM182A
FAM183A
FAM183B
FAM184B
FAM186A
FAM189A2
FAM190A
FAM194A
FAM196A
FAM196B
FAM19A1
FAM19A3
FAM19A4
FAM22F
FAM22G
FAM23A
FAM25A
FAM25B
FAM27A
FAM27C
FAM3B
FAM3D
FAM46D
FAM47C
FAM48B1
FAM48B2
FAM55B
FAM55D
FAM57B
FAM58B
FAM5B
FAM5C
FAM66A
FAM66E
FAM69C
FAM71C
FAM71E2
FAM71F1
FAM71F2
FAM75A2
FAM75A3
FAM75A5
FAM75C1
FAM7A2
FAM7A3
FAM81B
FAM83A
FAM83B
FAM83C
FAM83E
FAM90A1
FAM92B
FAM95B1
FAM9C
FASLG
FAT2
FAT3
FATE1
FBLL1
FBN3
FBP2
FBXL13
FBXL21
FBXO15
FBXO16
FBXO39
FBXO40
FBXW10
FBXW12
FCAMR
FCER2
FCGR3B
FCN1
FCN2
FCRL1
FCRL2
FCRL3
FCRL4
FCRL5
FCRL6
FCRLA
FCRLB
FDPSL2A
FER1L4
FER1L5
FER1L6
FERMT1
FETUB
FEV
FEZF1
FEZF2
FFAR2
FFAR3
FGA
FGB
FGF10
FGF16
FGF17
FGF18
FGF19
FGF20
FGF21
FGF3
FGF5
FGF9
FGFBP1
FGFBP2
FGFR4
FGG
FGL1
FHL5
FIBCD1
FIGF
FIGLA
FIGN
FKBP1AP1
FKBP6
FLG
FLG2
FLJ12825
FLJ13197
FLJ14107
FLJ16779
FLJ26850
FLJ30679
FLJ32063
FLJ33360
FLJ34503
FLJ35024
FLJ36777
FLJ37307
FLJ37543
FLJ39609
FLJ39739
FLJ40292
FLJ40330
FLJ40504
FLJ41941
FLJ42393
FLJ42875
FLJ43390
FLJ44054
FLJ45079
FLJ45983
FLJ46111
FLRT1
FLRT3
FLT3
FMN2
FMO6P
FMO9P
FMR1NB
FNDC7
FOLH1B
FOLR1
FOLR3
FOXA1
FOXA2
FOXA3
FOXC2
FOXD1
FOXD3
FOXD4
FOXD4L1
FOXD4L2
FOXD4L5
FOXD4L6
FOXE1
FOXE3
FOXG1
FOXH1
FOXI1
FOXI2
FOXI3
FOXJ1
FOXL2
FOXN1
FOXN4
FOXP2
FOXQ1
FPR2
FREM1
FREM2
FRG2B
FRG2C
FRMD1
FRMD5
FRMD7
FRMPD1
FRMPD2
FRMPD4
FSCN2
FSCN3
FSD1
FSD2
FSIP1
FSTL4
FSTL5
FTHL17
FTMT
FUNDC2P2
FUT5
FUT6
FUT7
FUT9
FXYD1
FXYD2
FXYD7
FZD9
GABARAPL3
GABBR2
GABRA1
GABRA2
GABRA3
GABRA4
GABRA5
GABRB1
GABRB2
GABRB3
GABRE
GABRG1
GABRG2
GABRG3
GABRP
GABRQ
GABRR1
GABRR2
GAD1
GADL1
GAGE1
GAGE12D
GAGE12J
GAGE2A
GAGE2B
GAGE2D
GAGE4
GAL
GAL3ST1
GAL3ST2
GAL3ST3
GALNT13
GALNT14
GALNT5
GALNT8
GALNTL6
GALR1
GALR2
GAP43
GAPDHS
GAS2
GAS2L2
GATA1
GATA5
GATSL2
GBP6
GBP7
GBX2
GCK
GCKR
GCM1
GCNT3
GCNT4
GCNT7
GDA
GDAP1L1
GDF1
GDF10
GDF15
GDF3
GDF5
GDF6
GDNF
GDPD2
GDPD3
GDPD4
GFAP
GFI1B
GFRA1
GFRA2
GFRA3
GGN
GGT3P
GGT6
GGT8P
GGTLC1
GGTLC2
GHRHR
GHRL
GIPC2
GIPR
GJA3
GJB1
GJB3
GJB4
GJB5
GJB6
GJB7
GJC3
GJD4
GLB1L2
GLB1L3
GLDC
GLDN
GLI1
GLIPR1L1
GLIPR1L2
GLIS1
GLOD5
GLP1R
GLP2R
GLRA2
GLRA3
GLRA4
GLT1D1
GLT25D2
GLYAT
GLYATL1
GLYATL2
GLYATL3
GNAO1
GNASAS
GNAT1
GNAT2
GNAT3
GNG13
GNG3
GNG4
GNGT1
GNLY
GNMT
GNRHR
GOLGA6A
GOLGA6B
GOLGA8C
GP1BA
GP2
GP5
GPA33
GPAT2
GPC2
GPC5
GPD1
GPHA2
GPIHBP1
GPLD1
GPM6A
GPR110
GPR111
GPR112
GPR114
GPR115
GPR12
GPR120
GPR123
GPR128
GPR133
GPR139
GPR141
GPR142
GPR143
GPR144
GPR15
GPR150
GPR152
GPR156
GPR158
GPR17
GPR171
GPR172B
GPR174
GPR18
GPR182
GPR21
GPR25
GPR26
GPR27
GPR31
GPR37L1
GPR39
GPR44
GPR45
GPR55
GPR6
GPR61
GPR62
GPR63
GPR64
GPR77
GPR81
GPR82
GPR83
GPR87
GPR88
GPR97
GPR98
GPRC5D
GPRIN2
GPT
GPX2
GRAMD1B
GRAMD2
GRAPL
GRB14
GREB1L
GREM2
GRHL3
GRIA1
GRIA2
GRIA3
GRIA4
GRID2
GRID2IP
GRIK1
GRIK2
GRIK3
GRIK4
GRIK5
GRIN1
GRIN2A
GRIN2B
GRIN2C
GRIN3B
GRIP2
GRK7
GRM1
GRM2
GRM3
GRM4
GRM5
GRM6
GRM7
GRM8
GRP
GRPR
GSC
GSDMA
GSG1
GSG1L
GSTA1
GSTA2
GSTA3
GSTA5
GSTM1
GSTM2P1
GSTM5
GSTT1
GTF2A1L
GTF2H2B
GTSF1
GTSF1L
GUCA1A
GUCY1B2
GUCY2C
GUCY2D
GYPE
GYS2
GZMA
GZMB
GZMH
GZMK
GZMM
H2AFB1
H2BFXP
HABP2
HAL
HAMP
HAND1
HAO1
HAO2
HAP1
HAPLN1
HAPLN4
HAR1A
HAR1B
HAS1
HAS2AS
HAVCR1
HBA1
HBB
HBD
HBE1
HBG1
HBG2
HBQ1
HCG2P7
HCG4
HCG4P6
HCN1
HCN2
HCN4
HCRTR1
HCRTR2
HDC
HEATR4
HECW1
HEMGN
HEPACAM
HEPACAM2
HEPHL1
HEPN1
HERC2P4
HES2
HES7
HESRG
HFE2
HFM1
HGC6.3
HGD
HGFAC
HHATL
HHIP
HHIPL2
HHLA2
HIF3A
HIGD2B
HILS1
HIPK4
HIST1H1B
HIST1H1D
HIST1H1E
HIST1H1T
HIST1H2AB
HIST1H2AD
HIST1H2AE
HIST1H2AG
HIST1H2AH
HIST1H2AJ
HIST1H2AK
HIST1H2AL
HIST1H2AM
HIST1H2BF
HIST1H2BG
HIST1H2BH
HIST1H2BI
HIST1H2BL
HIST1H2BM
HIST1H2BN
HIST1H2BO
HIST1H3A
HIST1H3B
HIST1H3C
HIST1H3D
HIST1H3E
HIST1H3F
HIST1H3G
HIST1H3H
HIST1H3J
HIST1H4A
HIST1H4B
HIST1H4C
HIST1H4D
HIST1H4E
HIST1H4I
HIST1H4K
HIST2H2AB
HIST2H2BA
HIST2H3C
HIST2H3D
HKDC1
HLA-J
HMGA2
HMGCLL1
HMGCS2
HMP19
HMSD
HMX2
HMX3
HNF4A
HNF4G
HORMAD1
HOTAIR
HOXA11
HOXA11AS
HOXA13
HOXA2
HOXA6
HOXB1
HOXB13
HOXB5
HOXB8
HOXB9
HOXC10
HOXC11
HOXC12
HOXC13
HOXD10
HOXD11
HOXD13
HOXD3
HOXD4
HP
HPCA
HPCAL4
HPD
HPDL
HPGD
HPN
HPR
HPSE2
HPX
HPYR1
HRASLS
HRASLS2
HRASLS5
HRC
HRCT1
HRH2
HRH3
HRH4
HRK
HRNBP3
HRNR
HS3ST2
HS3ST3B1
HS3ST4
HS3ST5
HS6ST2
HS6ST3
HSD11B1
HSD17B13
HSD17B2
HSD17B3
HSD3B1
HSD3B2
HSF5
HSP90AB4P
HSPB3
HSPB9
HSPC072
HTR1B
HTR1D
HTR1E
HTR1F
HTR2A
HTR2C
HTR3A
HTR4
HTR6
HTR7
HTRA4
HUS1B
HYAL4
HYDIN
HYMAI
IBSP
ICAM4
ICAM5
ICOS
ID2B
IDO1
IDO2
IFIT1B
IFITM5
IFLTD1
IFNB1
IFNE
IFNG
IGDCC3
IGF2AS
IGF2BP1
IGF2BP2
IGF2BP3
IGFALS
IGFBP1
IGFBPL1
IGFL1
IGFL2
IGFL3
IGFL4
IGFN1
IGLL3
IGLON5
IGSF1
IGSF10
IGSF11
IGSF21
IGSF22
IGSF5
IGSF9B
IHH
IKZF3
IL11
IL12A
IL12B
IL12RB2
IL13
IL13RA2
IL17B
IL17C
IL17D
IL17REL
IL18RAP
IL19
IL1A
IL1F5
IL1F9
IL1R2
IL1RAPL1
IL1RAPL2
IL1RL1
IL1RL2
IL2
IL20
IL21
IL22RA1
IL22RA2
IL23R
IL24
IL25
IL26
IL27
IL2RA
IL31RA
IL33
IL5RA
IL6
IL7R
IL8
ILDR2
IMP5
IMPG1
IMPG2
INA
INE2
INGX
INHA
INHBC
INHBE
INS-IGF2
INSC
INSL3
INSL5
INSL6
INSM1
INSM2
INSRR
IP6K3
IQCA1
IQCF1
IQCJ
IQUB
IRF4
IRGM
IRS4
IRX1
IRX4
IRX6
ISL1
ISL2
ISM2
ISX
ITGA2B
ITGA8
ITGAD
ITGB1BP2
ITGB6
ITIH1
ITIH2
ITIH3
ITIH5L
ITK
ITLN1
ITLN2
ITPKA
IVL
IYD
IZUMO1
JAKMIP1
JAKMIP2
JAKMIP3
JPH3
JSRP1
KAAG1
KBTBD12
KC6
KCNA1
KCNA2
KCNA3
KCNA4
KCNA5
KCNA6
KCNA7
KCNAB3
KCNB1
KCNB2
KCNC1
KCNC2
KCND3
KCNE1
KCNE1L
KCNF1
KCNG1
KCNG2
KCNG3
KCNH1
KCNH2
KCNH3
KCNH4
KCNH5
KCNH6
KCNH7
KCNH8
KCNIP1
KCNIP2
KCNJ1
KCNJ10
KCNJ13
KCNJ16
KCNJ3
KCNJ4
KCNJ6
KCNJ9
KCNK1
KCNK10
KCNK12
KCNK15
KCNK16
KCNK17
KCNK2
KCNK3
KCNK4
KCNK7
KCNK9
KCNMB2
KCNN1
KCNQ3
KCNQ4
KCNQ5
KCNS1
KCNS2
KCNT1
KCNU1
KCNV1
KCNV2
KCP
KCTD16
KCTD19
KCTD4
KCTD8
KDM4DL
KDM5D
KERA
KGFLP1
KHDC1
KHDC1L
KHDRBS2
KIAA0087
KIAA0319
KIAA0408
KIAA0748
KIAA1045
KIAA1210
KIAA1239
KIAA1257
KIAA1486
KIAA1644
